name,raw_description
Terrafugia TF-X Flying Formula,"Beyond the lovely fantasies of sci-fi until someone invents an anti-gravity device the two main poles of designing a flying machine are:
- As light as possible
- More penetrating in the air as possible, consistent with greater lift force.

The silhouette of a normal car is unlikely to satisfy these two conditions, which for returning to the root of the problem Terrafugia is a medium that must carry two or four people from one place to another passing through the sky and streets.
The optimization balance of the two needs is the goal to achieve,
and certainly favor one of the two penalizes the other.
But we must ask: what is the most beneficial aspect of the two?
It is definitely moving in the sky;
- Greater distance traveled per unit of time
- Higher speed
- Lower consumption / path.
In my opinion, should give priority to move in the sky where I think this vehicle will be used for at least 90% of the space to go. 
In fact, no one would take it to move usually in an urban space taking a walk wtih a pair of wings  and three engines in more.
I then used a glider fuselage that can accommodate two people and allow maximum penetration.
With this choice, you also get more space to fold the wings close to the body and more space to fold the blades of the engines of vertical takeoff. 
The diameter of the rotors increases compared to the previous   my solution:
https://grabcad.com/library/terrafugia-tf-x-concept-1
that  was provided housing  four person.
We must not forget that the maximum lifting capacity is required for vertical take-off, and is entrusted exclusively by the traction of the two rotors, that we know are not simple propellers but rotating wings. Therefore, consistent with the need to retreat the rotors to get into a garage, must have the maximum possible diameter.
The other choice  is between three or four wheels. 
I think that  the three-wheeler solution is less bulky and less heavy and creates less resistance in air motion.
Moreover, even for moving on the road are more than enough.
 This is demonstrated by  Aptera choices: 
https://www.youtube.com/watch?v=zBe7JXDTrFw 
In fact I have to say that it would be desirable to have a collaboration between Terrafugia and Aptera, just add wings!

Credits: 
I used the following models GrabCAD library: 
The fuselage of the glider: https://grabcad.com/library/aptilla-glider 
The Rotax 912: https://grabcad.com/library/aptilla-glider 
The propeller: https://grabcad.com/library/3-..."
Terra Fugia-Flying CAR-Machozz,"Designs will  come whenever the imaginations have gone through a series of thoughts.
This concept has air intake through the car grille and exit through the rear duct.
vertical take-off and runway take-off both possible according to the situation.
The side rotor capsule  will come to occupy in the side provision during road journey, It can carry 4 passengers at a time.   
This concept has an engine placed rear part of the vehicle exactly back to rear passenger seat.The same engine will give power to the rear wheels as well as the rear duct fan.
The engine will charge a set of light weight batteries,which will give electricity to thepropeller on both sides.Actually the propeller powered by light weight,high torque and heavy duty electric brushless motors.So the size of the rotor capsule is smaller compared to existing propeller.
The tyre will get folded inside the vehicle by hydraulic mechanism.
The tyres are covered by some kind of flexible plastics it will open whenever on road conditions arise.
The place where the rotor capsules rests is also covered with stretchable plastics or clothes.
 Air passages inside the vehicle will give sufficient air to the duct and engine systems.
The interesting part of my design is I made my concept as keeping as car is base and then a flying machine.If we make a flight to a car, simply is not good in actual road condition.The quadrocopter is best suitable as a flying matching nowadays.
Actually the concept is focusing on duct fan is for low speed application.Here I used the side propellers for both vertical as well as normal horizontal flight.
Expecting future will have these cars in operation."
Terrafugia TF-X Flying wing concept,"One of the major problems of the Terrafugia TF-X concept  is the size of the wings that must have sufficient surface area for the sustenance and can be folded to fit inside a garage. 
So I decided for wing Prandtl type that has small size and excellent lift. 
It came out this cross between a Prandtl wing, a flying wing Horten and the last recent Agusta Westland Project Zero, that everything can fly is to prove ...
Unfortunately with so complex wings I could not find a possibility of folding, and can not get into a garage and not moving on a road.
It can then be converted as a large vertical take-off drone .

Credits: landing gear:
https://grabcad.com/library/twin-beaver-landing-gear-esthetic-only-1
Propeller:
https://grabcad.com/library/3-blade-propeller"
R-TFC 007 Flying Car,"""R-TFC 007 Flying Car""

Catch us   :
Email         : onefuturesolutions@gmail.com
Instagram : https://www.instagram.com/1futuresolution/
Youtube    : http://bit.ly/ytc-onefuturesolution
FB               : https://www.facebook.com/1futuresolution/

""R-TFC 007 Flying Car""
Designed by Ridwan S ( https://www.instagram.com/ridwan.sept/ )

Modeled with SolidWorks 2014
Rendered & Animated with KeyShot 5 
File Types : .SLDPRT, .SLDASM, .IGS, .OBJ, .STL.
Vertices : 271230
Polygons : 543229

I designed this model for https://grabcad.com/challenges/terrafugia-tf-x-industrial-design-challenge

You can download this model for ""Free"", but you should to hit ""♥"" button as the payment :). 

Cheers, 
Ridwan S"
AVATAR Drone,A beautiful red AVATAR drone.
Barrel Cam Mechanism,"Creo ProE Mechanism, Barrel and Cam"
Terrafugia TF-X KHR IMAGINE,THE ONLY EASY DAY WAS YESTERDAY
TF-X Osprey by Tommy,"This is my second entry for the GrabCAD challenge here: https://grabcad.com/challenges/terrafugia-tf-x-industrial-design-challenge

This concept's main feature is a swept wing design; extending for flight & retracting while traveling on the ground.  Also featured is the  propeller driven engine aft, and the two turbo props mounted on each wing.

Likes are always appreciated :)"
Terrafugia TF-X concept,"For the study of this project I followed the guidelines proposed by Terrafugia: 

Design guidelines: 
- Maintain the basic TF-X ™ configuration (rear ducted fan and high folding wing with pivoting motor pods). 
- Fit inside a 19 'x 8' x 7 'tall box (ie garage) when in ""car mode."" 

I expected four seats, so I left the size of the seats: 
I used the seats: 
https://grabcad.com/library/helicopter-crew-seat-1 
https://grabcad.com/santosh.kumar-12 
that are very well designed and dimensioned for use in aviation. 
From small size limits allowed by the garage are derived all other dimensions. 
The two rear drive wheels are matched very close together and come out from a differential connected directly to the engine, the whole is articulated on a swinging arm as is explained on my previous model: 
https://grabcad.com/library/trike-2040 from which was derived the transmission.

The size of the project file is very large, I saved in STEP format and compressed and dividing it with .rar

However, to allow a three-dimensional view of the project I saved in PDF format 3D. It is available for download and visible with Acrobat Reader.

I also used the following models of GrabCAD library: 
The Rotax 912: https://grabcad.com/library/aptilla-glider 
The propeller: https://grabcad.com/library/3-blade-propeller 
The turbofan: https://grabcad.com/library/turbo-prop
"
Propeller,"http://www.yachttutorial.com/

SW 2013"
Propeller Gear for Olsryd V12 Merlin,"I am one of the suckers who are modelling this mighty engine :-)

Original drawings can be found here: https://grabcad.com/library/v-12-merlin--2"
4 Blade Wooden Propeller ,The propeller for my Olsryd scale-model V12 Merlin engine.
Team Black Sheep Caipirinha,"Not completely dimensionally accurate, but pretty close.  Did the airfoil on a DRO on a mill.

Uses https://grabcad.com/library/8x3-8-propeller-1"
Mixer with Belt Drive,"A small quenching tank with a propeller aligator.

Please grab it only for your personal use, for commercial contact me.

Autodesk Inventor 2014"
Propfan,"A propfan is a type of aircraft engine related in concept to both the turboprop and turbofan, but distinct from both. The engine uses a gas turbine to drive an unshielded propeller like a turboprop, but the propeller itself is designed with a large number of short, highly twisted blades, similar to a turbofan's bypass compressor 
The propfan engine is designed to have the speed and performance of a turbofan, but the fuel efficiency of a turboprop. The propfan is also known as the unducted fan (UDF) engine because the fan is not enclosed like that of a turbofan. The propulsive efficiency of a propfan engine is increased by the high bypass ratio achieved using external fan blades. The efficiency boost is maintained even at high speeds because the fan blades are curved like scimitars to prevent shockwave formation on the outer tips of the blades. The increased propulsive efficiencies translate into overall propulsive efficiency gains of as much as 20-25% over turbofans. "
Industrial fan,"Belt driven axial industrial fan.
The motor is https://grabcad.com/jawarmaniak-1 's https://grabcad.com/library/electric-motor-siemens-400v-7-5kw-1
"
Marine propeller for mixers ,Used for low viscosity liquids.
Small Hydro Kinetic Turbine,"Small Hydro Kinetic Turbine
"
Zalsky's CheapCopter - 3D printable frame parts for Tricopter assembly,"This is my Brand New construction of easily foldable tricopter with 3D printed frame parts.

Cad preview :http://www.youtube.com/watch?v=p_ftcllic2Q&feature=youtu.be

Short flight testing video : http://www.youtube.com/watch?v=D2_6gI8uYjM&feature=c4-overview&list=UUvjkv6iyD-di8U5zY7au5yg"
8x3.8 Propeller,"A 8x3.8 propeller for airplane and multicopter designs.

I created a ruby script that uses prop geometry from http://www.ae.illinois.edu/m-selig/props/propDB.html and airfoil geometry from http://airfoiltools.com/airfoil/details?airfoil=naca4412-il to create 2d slices of the propeller. I then imported them into Solidworks and lofted them together to create the propeller.

The airfoil, chord, and betas are correct, however the positioning of each slice is estimated with a two part piecewise functions.

Please note that unlike my other propellers, this one has been thickened to ease 3d printing."
Kids to Work Day ROV,"This is a drawing set I put together to model the basic components of an ROV (Remotely Operated Vehicle) that we are having kids put together on ""Take Your Kid to Work Day"" at our plant.

The included powerpoint document (ROV Assy Instructions.pptx) shows the step-by-step assembly of the hardware.  I may extend this sometime in the future to include the wiring and maybe also the control box.

At this initial point, we are discovering we may need to move the Port & Stbd thrusters up to the vertical columns, as they act like levers and cause the ROV to rapidly surface.

When we do the day, I'll try to grab some video and include that, too...

Attributions:
Propeller:  https://grabcad.com/library/3-bladed-propeller-submarine-toy-1

Pipes:
https://grabcad.com/library/cpvc-piping-5-8-od-x-1-2-id-1

LED:
https://grabcad.com/library/led-with-standoff-1

Cable Tie Holder:
https://grabcad.com/library/cable-tie-holder-mcmaster-7566k27-1

Motor (McMaster-Carr):
http://www.mcmaster.com/#6331k21/=r5hrph

Toggle Switch:
https://grabcad.com/library/spdt-toggle-switch

2x AA Battery Holder:
https://grabcad.com/library/aa-battery-holder-step-file-1

Contact Springs: (maybe - a placeholder for now)
http://www.3dcontentcentral.net/3DCONTENTCENTRAL/parts/supplier/User-Library/8/48/48/Models/part.aspx?id=11549

Large toggle switch:
http://nkkswitches.partcommunity.com/PARTcommunity/index.jsf?pageid=6017

Switch Box:
https://grabcad.com/library/1-gang-new-construction-switch-box-outlet-box-1

Switch Box Blank Cover:
https://grabcad.com/library/1-gang-blank-switch-cover-1

"
Quickie Propeller - 3 Blader,"Quickie prop modelled in Pro/engineer Wildfire 4

Also uploaded in STP format"
model helicopter,model
Parametric rim-propeller,"A complete rim-propeller that is parametric in Siemens NX 8.5. Parameters:
-Outer diameter
-Outer pitch
-Inner pitch
-Number of blades

The propeller is ment for a thruster, so it is symetric (same thrust both directions)

Step file includes a propeller with 150mm outer diameter, 5 blades, 30deg outer pitch and 80 ish inner pitch."
Master Airscrew TB0970 3-Blade Propeller,Highly detailed 3-blade propeller for RC Aircrafts
Propeller,propeller for ships
Piper Pa-42 Cheyenne III,Piper Pa-42 Cheyenne III airplane modeling in CATIA V5 Imagine and Shape Workkbench
Custom Slow-Flyer Propeller 8x4.5 FAT version,"Custom Slow-Flyer Propeller 8x4.5 FAT version
Experiments with 3d-printed propellers."
Siyahkanat - Racing Airplane,Racing Airplane 
Toy Jet,"A jet aircraft (or simply jet) is an aircraft (nearly always a fixed-wing aircraft) propelled by jet engines. Jet aircraft generally fly much faster than propeller-powered aircraft and at higher altitudes – as high as 10,000–15,000 metres (33,000–49,000 ft). At these altitudes, jet engines achieve maximum efficiency over long distances. The engines in propeller-powered aircraft achieve their maximum efficiency at much lower altitudes. Some jet aircraft can move faster than sound.
Frank Whittle, an English inventor and RAF officer, developed the concept of the jet engine in 1928,[1] Hans von Ohain in Germany, a decade later developed the concept independently at the end of the 1930s. He wrote in February 1936 to Ernst Heinkel, telling him of the design and its possibilities. However, it can be argued that the English engineer A. A. Griffith, who published a paper in July 1926 on compressors and turbines, also deserves credit."
The Mad Badger,"In my Engineering Design class we were tasked to make a train. They gave us basic train toy dimensions and we were told to modify it a little. I modified mine a little bit more. :) I would like to add that this was a beginners project as well, so I wasn't worried with the physics of making a train with jet engines practical."
Gawn-Burrill Marine Propeller ,"An attempt at creating a marine propeller from diagrams compiled by Gawn-Burrill. This is a three bladed screw with symmetric blades, flat face and sharp edges for small, fast boats."
propeller shaft,propeller shaft
Hermes 450 UAV,"Again another old file, full scale."
dji phantom 2 vision Prop Guard,"
Description

dji phantom 2 vision Prop Guard
Prop Guard for 9 inch propeller
dji phantom 2 vision Prop Guard  
Prop Guard for 9 inch propeller

Hi,

first of all - merry christmas to you all.

Now, after many tries and flys - the best prop guard.
the weight is only 15g each. The prop guard you could buy have 19g.
Light weight and aerodynamic for the flights. I'm ok with this now. And also the optic it ok.

Enjoy - I hope this will save also your Phantoms.

Helmut Faber
Germany"
Sikorsky s-97 Raider helicopter,"http://en.wikipedia.org/wiki/Sikorsky_S-97_Raider

YouTube - https://www.youtube.com/channel/UCzFRwBLs5z_HmyOp_jiPKNg"
Beech G17S Staggerwing Aircraft,"Freestyle.....

YouTube - https://www.youtube.com/channel/UCzFRwBLs5z_HmyOp_jiPKNg"
Radial Engine,"Freestyle...

YouTube - https://www.youtube.com/channel/UCzFRwBLs5z_HmyOp_jiPKNg"
C-130J Super Hercules propeller,"freestyle...

YouTube - https://www.youtube.com/channel/UCzFRwBLs5z_HmyOp_jiPKNg"
OS .25 SF ABC Engine with pipe exhaust,"This pipe increased the power of the engine from 0,79 HP and (with 15% Nitro fuel and 18% oil) to an amazing 1,45 HP (with just 5% Nitro fuel and 23% oil). 
I had to decrease the compression ratio from 10:1 to 7:1 to reach the best performance and safer running conditions and durability.
Idle rpm decreased from 2500 rpm to 1450 rpm, keeping a steady and relyable behaviour and great reaction!!
I have reached the best conditions with a 9,5"" * 5"" propeller and 14.000 rpm.
The pipe exhaust was made in duraluminium, 0,5 mm thick, and assembled from 3 pieces. The pressure inyector to the tank was placed in the bigger diameter sector of the pipe. To avoid the plane to get contaminated with oil from the exhaust, I placed a silicone exhaust extension at the end, with no power loses. 
The results: amazing sound, reliable running, lot of extra power, cleaner running, the best reaction, and many people amazed around every time I run the engine.
I hope this work could be useful to many people in the site!
Regards,
Daniel."
Helijet,"The ultimate tool in the grounded superhero arsenal, the Helijet. It has the ability to hover while accurately firing its dual rail-gun turrets at maximum range. Chasing after the bad guys at mach 4 has never been easier. I hope you like the feeling of 20G's smushing you into the cushion of the pilots seat as you're launched up to speed after your foes.  

Both Dual propeller engines fully articulate 360 degrees.
Both guns articulate about 350 degrees 
Both stabilizers articulate 80 degrees  "
propeller for boat and ship,propeller for boat and ship design with catia
OV3RQUAD DIY FPV,"Open Source FPV Frame for all. Inspired by numerous DJI arm-based conversion kits

Parts from grabcad.com :
http://grabcad.com/library/tiger-mt2814
http://grabcad.com/library/gopro-hero-3-hd-camera-with-the-frame
http://grabcad.com/library/9x4-7-propeller
http://grabcad.com/library/fmvu-03mtm-c-point-grey-firefly-mv-camera-usb

credit to: ov3rmind 
for more info about the model http://forums.openpilot.org/topic/13079-ov3rquad-open-source-diy-fpv-frame-for-all/

Note: Bad internet connection now, when its come stable again I will upload the CAD files

http://forums.openpilot.org/blog/153/entry-292-ov3rquad-stm32f3-discovery/"
Archimedes Screw,"Archimedes screw in aid how to give

https://grabcad.com/requests/3d-double-bladed-archimedes-screw-propeller
due to lack of enough size only
or so much"
QX-9 ,"DIY quadcopter for FPV no props view

Parts from grabcad.com :
http://grabcad.com/library/tiger-mt2814
http://grabcad.com/library/gopro-hero-3-hd-camera-with-the-frame
http://grabcad.com/library/9x4-7-propeller

credit to: garbungel 
for more info about the model http://forums.openpilot.org/topic/20755-qx-9-full-carbon-fpv-frame/ "
An internal combustion engine,"This is a Russian model engine MK-16. It has been produced for more than 40 years. Technical specifications:
-> strokes: two
-> fuel: kerosene, ether, castor oil: 1:1:1
-> cylinder diameter: 12.8 mm
-> piston stroke: 11.4 mm
-> cubature: 1.48 cm^3
-> compression ratio: 10-16
-> max. revolutions: 12000 rpm
-> power@12000 rpm: 0.15 hp
-> propeller diameter: 180 mm
-> weight: 130 gr
Have a look at the video in Files/Renderings.
"
 Сardan shaft ( PTO shaft),"Who needs a model for the propeller shaft Inventor. You are welcome here http://ksv.do.am/load/http_ksv_do_am_load_4/kardannyj_val_4207_2201010/4-1-0-40

Кому  нужна модель на карданный вал в Inventor. Милости прошу сюда  http://ksv.do.am/load/http_ksv_do_am_load_4/kardannyj_val_4207_2201010/4-1-0-40"
Spitfire Chair Project,"The base is from GrabCAD via Terry Stonehocker Labelled Q6 in the attached step file (http://grabcad.com/library/q6-power-base-1)

The chair is based on a spitfire plane cockpit chair, with a few mods (one being the upholstery and the other the propeller at the back). My aim was so that you could adapt just a few parts, and pick up the rest from old parts that had character. 

The propeller at the back can be used with a small DC motor linked to the supply from Q6. I designed it originally to link up with the wheel through a number of cogs and friction pads, but you need to have on or off function that’s easy to control  to save battery power. The main idea is that when you are moving along and the propeller is rotating, it will look like the propeller is moving it along. 

The gear combo drives propeller with quite a slow ratio with what’s on there at the moment. This is just really for show and safety. You could easily swop the ratio over, but you would probably take off the ground at some point. 

The seat has a slot hole which can be covered by glass or changed for safety reasons.

The upholstery is one part that would have to be made especially for this, and it could be adapted to suite posture and comfort. The controls could easily be swapped from the original base, and wiring could be dealt very easily through the upholstery. The controls could also be pulled from an old plane, such as the control stick or maybe some of the more interesting functions like engine start or oil temp switches and labels.

One final note: You could even use some welding or flying goggles along with an old jacket that has character. There is also room for the belts that you get when you clip your self into the cockpit seat. 
 

Enjoy!
"
ANSYS,Analysis of Automobile Propeller Shaft
Automobile Propeller Shaft,Four Wheeler Propeller Shaft
Gee Bee R1,"Another old file, Gee Bee R 1 built by the by Granville Brothers Aircraft of Springfield, Massachusetts. Gee Bee stands for Granville Brothers.The R-1 won the 1932 Thompson Trophy race, piloted by Jimmy Doolittle. He also set a new world landplane speed record of 476 km/h (296 mph) in the Shell Speed Dash."
3D Printed Mini Quadcopter,"A 3d printed mini quadcopter that I designed, printed, and test flown. The quadcopter has a motor-to-motor distance of 10 inches with 5x3 propellers. The flight controller is a Naze32 (32bit processor, 6dof MPU6050, baro, mag). 

UPDATE: Well I crashed it and broke an arm. Ironically, it was the second crash. The first crash I hit a tree and landed upside down -- but nothing was broken. The second and deadly crash I hit the ground and the craft flipped and broke. It looks like I'll have to revisit the design.

Visit http://whenrobotsfly.tumblr.com/ for more details.

Specs: http://whenrobotsfly.tumblr.com/post/52927264606/mini-copter-specs"
first aeroplane,leonardo dawinchi's concept of first aeroplane
Pull Cord Helicopter Toy,"No secondary materials! No glue! Simple five piece assembly! 100% 3D printable! Easy snap-together parts!

When I saw the Ultimaker 3D Printer Toy Design Challenge, I knew I had an opportunity to create something new and exciting, something to show the continuing progress of this technology. I set out to design a toy that could be printed in its entirety, would be interactive and fun, and wouldn't require any bolts, glue, rubber bands to assemble. I also designed all parts to fit in a 6x6 build space so that people with smaller build areas could still print this object, and people with large build areas wouldn’t have to fight warping as much.

Enter the pull cord helicopter! As a kid, I had one that had a string pull cord. I wanted to design a 3D printable rack-and-pinion for it, but alas! I was limited to 21cm, hardly long enough to get a good pull in. I came up with the idea of coiling the rack into a spiral, with the idea that it would be thin and flexible enough post-print to be uncoiled for use! 

It took many iterations to design a 3D printable pull cord that wouldn’t break between gear teeth but would still be flexible enough to unbend out of the coil shape. Printing this part in Taulman’s nylon is a perfect application for this material, as it is rugged and durable, and yet has no problem bending out of the coil shape it is printed in. In addition, the slipperiness of the nylon makes for VERY smooth pulling against the gearshaft.


Print settings and materials:

Handles – Should be printed in nylon if possible, otherwise ABS. Orientation should be with the holes or snaps upward. 
Gearshaft – Should be printed in nylon if possible, otherwise PLA, otherwise ABS. Orientation should be vertical, with the square hole at the top.
Propeller – Should be printed in nylon if possible, otherwise PLA, otherwise ABS. Orientation should be upside down, with the large flat top on the build plate.
Pull Cord – Should really be printed in nylon if at all possible, otherwise ABS. Orientation should be such that when looking at it from the top, the spiral moves inward clockwise.

ABS parts should be printed at 5-10% infill with 1 extra perimeter. Nylon or PLA parts should be printed at 20-40% infill with 3 extra perimeters. All parts should be printed at layer heights between .2 and .3mm. All parts have been run through Netfabb to eliminate potential printing errors. After printing all parts, insert the Gearshaft with the rectangular hole outward in..."
Propeller,Propeller Creo 2.0
Cool Wind ,"This project is a Velodroom Light add-on.

Sometimes, the wind works against the cyclist. Now I ask you, why don’t we put that wind power into use? With this cool add-on, it will harness the wind's energy and convert it into useful power. 

Having a hectic schedule, you might forget or maybe just too lazy to charge your Velodroom Light. With it unpowered, the bicycle rider’ visibility decreases especially in dark conditions. That should never be an option because we all know there are many crazy drivers around. You will never again have to worry about running out of power. 

Not only that, you can also change the blades' color to your own liking. Match it with your bike, clothes, packs, or any other accessories!

How It Works
It is made out of lightweight and durable plastic. The setup will also include a turbine. This turbine which is connected to the blade will convert the kinetic energy from the wind into mechanical energy. Then, the mechanical energy will be converted into electricity using a generator. As a result, this will provide us with sufficient energy to charge the Velodroom Light.
"
RC airplane Propeller 203x109mm,Ref. = GWS EP Propeller RD-8043 203x109mm
Y4 quadcopter,"Y4 concept design for quadcopter

parts from grabcad.com
http://grabcad.com/library/quad-frame--1
http://grabcad.com/library/9x4-7-propeller
http://grabcad.com/library/tiger-mt2814"
Jan Elgs 4-Cycle Boxer Engine,"Thanks to Jan Elg for his incredible work, I decided to recreate his boxer engine. Recreated all the parts minus the propeller, still need to add the ignition coil, carb, and base.  Changed a few things to make the motor a little bit more simplified."
Brushless Motor,Brushless Motor A2212-6 2200 KV
Propeller_3_Blades,Propeller_3_Blades
Graupner O.S. 3825-750Kv OMA high-performance motors,"High-Powered Brushless Aircraft Motors from O.S.!
Pilots loyal to outstanding O.S. performance but eager to fly electric will now have the ideal option — powering electric airplanes using new O.S. Brushless Motors!

The OS OMA-3825-750Kv High Performance Brushless Motor is designed equivalent for 2-stroke 25~30 size airplanes.

Designed by O.S. engineers to be the new ""gold standard"" in electric power, these motors offer the same legendary quality and reliability that have made O.S. glow engines famous worldwide for 75 years. Initially, the motors are being produced in 6 sizes, equivalent to .10,.15,.25, .30, .40 and .50 size glow engines. 

Only O.S. brushless motors will offer a ventilation system that increases efficiency and allows the motors to generate additional power. Key to this system is a unique centrifugal fan design. The fan draws air through specially angled ventilation holes, across the windings and over the magnets for greatly improved cooling.

Specification

Connecting plug	                     G 3,5	 
Number of poles	                      14	 
Operating voltage range	              14,8...18,5 V
Diameter	                                      37,5 mm
Recommended controller	              7224	 
Free shaft length	                      11,5 mm
Case length	                               48,3mm
Case diameter	                               37,5 mm
Recommended propeller	               1326.13x8	 
All-up weight, approx.	               190g
Maximum efficiency	                        85%
Overall length, approx.	                64 mm
Output	                                        584 W
LiPo battery, Order No.	                9722.4	 
Max. output at nominal voltage	625 W bei 14,8 V	 W
Thrust in N (1 N = 100 g)	                30	 
Max. charging rate	                        75 A
Revolutions/Volt	                        750	 
Shaft diameter	                                5 mm
Turns	                                       12	 
Permissible motor direction	        R and L	

With these brushless motors, O.S. reaffirms its standing as R/C's most innovative and respected resource for all model power needs. In the future look for more sizes and choices for car, helicopter and ducted fan modelers! 

More info at http://www.osengines.com/motors/motors/airplane-index.html"
Propeller for RC Models,A propeller for RC models such as quad-copters 
11x4.7 airplane propeller,"A model of an APC 11x4.7 airplane propeller for use in airplane and multirotor models and whatever else you might find this useful in. For more details on how I created it visit my 9x4.7 prop page http://grabcad.com/library/9x4-7-propeller

Visit http://whenrobotsfly.tumblr.com/ for code and details."
Team-blacksheep Discovery,"This is an Frame Plate based on Team Black Sheep (TBS) discovery quadcopter FPV. http://team-blacksheep.com/shop/cat:discovery

The TBS DISCOVERY quadcopter is a durable and crash resistant multirotor optimized for dynamic FPV flight. By implementing the wiring into the frame, the copter is easy to build and outperforms similar quads in terms of FPV range and video link quality. The DJI Flamewheel arms as predetermined breaking point protect your electronics and are easily replaceable in the field.
The TBS DISCOVERY comes as two main boards (top and bottom) and optional flamewheel arms with accessories. It transforms the popular F450 (Flamewheel) into a spider quadrotor. The GoPro and FPV camera mount is placed ideally for ""no prop in view"" pictures.

It will fit with Ardupilot Mega 2.5 and u-Blox GPS also with the Open Pilot CC3D

files are :
1. upper plate
1. lower plate
1. plate for fpv camera
1. STEP for full part with dji arms
1. STEP for full part with CF tube arms

material:
Carbon Fiber 1.5mm

Full credit to Max Levine at http://diydrones.com/profiles/blogs/arducopter-tbs-discovery-style

I just make some different point there. The arms can use with original DJI arms or with CF tube 12mm Outer Diameter.

Look more at : http://wiki.openpilot.org/display/Doc/Spyder+sQuad+with+CC3D

The files format are IGES for MasterCAM
Just make the Gcode for CNC work.

Parts from grabcad.com
http://grabcad.com/library/fmvu-03mtm-c-point-grey-firefly-mv-camera-usb
http://grabcad.com/library/3dr-gps-ublox-lea-6
http://grabcad.com/library/tiger-mt2814
http://grabcad.com/library/gopro-hero-3-hd-camera-with-the-frame
http://grabcad.com/library/9x4-7-propeller
http://grabcad.com/library/fpv-project-with-apm-2-5/files

Enjoy it

http://forums.openpilot.org/blog/153/entry-290-team-blacksheep-discovery-with-cc3d/"
9x4.7 Propeller,"A 9x4.7 propeller for airplane and multicopter designs.

I created a ruby script that uses prop geometry from http://www.ae.illinois.edu/m-selig/props/propDB.html and airfoil geometry from http://airfoiltools.com/airfoil/details?airfoil=naca4412-il to create 2d slices of the propeller. I then imported them into Solidworks and lofted them together to create the propeller.

The airfoil, chord, and betas are correct, however the positioning of each slice is estimated with two piecewise functions.

UPDATE: I got rid of the wonky hub connection and now the blade is all one loft. Yay! I also updated the blade geometry so it is all one airfoil shape (NACA 4412). I had squished the airfoil in the thicker regions in the previous version.

UPDATE: Reworked my code and the propeller is much more accurate. I went back to squished airfoils b/c it was getting too thick -- 3mm at some points.

Visit http://whenrobotsfly.tumblr.com/ for code and details."
MARINE PROPELLER 2 BLADES,MARINE PROPELLER 2 BLADES
Turbine Rotor_2,Turbine Rotor_2
Vetus Thruster/Propeller 186mm,"This is a Propeller used mainly for Bow Thrusting because of the equal amount of thrust from turning in different directions. Here is the link to where you can buy/sell them. This one is 186mm in diameter.

http://www.getaprop.com/content-product_info/product_id-1377/vetus_6_blade_propeller.html"
Ship propeller ,Ship Probeller
Turbine Rotor,Turbine Rotor
3-blade propeller,"3-blade propeller with variable pitch for microlights
Designed for engines of about 27kW and 1800 rpm"
Speed propeller,"It is an surface propeller, cleaver prop. with three sharp blades . 
I made this model  with constant pitch , not increased, and without cup. 
"
Stalker UAV ,Stalker UAV
Quickie Propeller,Quickie Propellor in Pro/E Wildfire 4
All-Terrain Wheels concept,"ATW (all-terrain wheels) concept:

This is a unique and unusual design wheels that are universal for any ground. Wheels are lightweight and functional - has 5 modes (can be more). All modes can be easily controlled. Also, if need you can easily change the tread.
This prototype may have more features: with a small low-power electric motor wheels can serve as a small boat propeller in touring trips. 

Properly selecting of wheel segment size can be used as skis.

Added STL files for quick view.

Updating..."
Xoar prop 12x4.5,Propeller
"10"" Propeller & Adapter",10 inch ABS propeller
propeller,propeller
Karl-Erik Olsryd 9-Cylinder Radial Wright J-5 Whirlwind,"NOTE: Updated with new 4K renders on 7-14-2019. Placed in PNGS folder.

Modeled in SolidWorks, Imported to C4D, Rendered with Redshift. Cheers !    ~Dave

Hello Friends,  I finally finished my radial engine model and renders. Of course most of you will recognize this engine as the Karl-Erik Olsryd 9-cylinder quarter scale model of the Wright J-5 Whirlwind. I modeled it from the drawings by Jan Elg, deviating a bit from the drawings only when I felt it would benefit form or function.

The Solidworks 2013 model is complete with all Mechanical Mates. You can turn the propeller and and see all the workings of the complete valve train, intake blower, gear box, distributor, planetary gears, etc. One exception is the valve springs. I have included them in the model but Solidworks could not handle the additional dynamics of 18 functioning valve springs.

Credits: The model is mine complete with the exception of the carbureator and propeller. Credit for the carbureator goes to Jan Elg and the propeller is from Grabcad user Usama. Thanks to both.

I'm uploading my complete Solidworks 2013 files, parts & assemblies, as well as STEP, IGES, STL and several high resolution renderings I created with Bunkspeed Shot. Click the Download button to see them in Hi-Res glory!

Model Stats:
Total Parts:  1,627
Number of bodies:  1,451
Unique Parts: 165
Number of Gears:  9
Total Assemblies:  33
Total Mates:  1,890
Polygons in Shot:  13,906,643
Total Hours:  Far too many.   =)"
50mm fan with case,"Holes 42mm, fan diameter 45.4mm.
Case size: 50x50x10mm"
